date,time,loghost,process,accessType,ip
2010-06-30,19:03:00,combo,sshd(pam_unix)[19094],unauthorized,60.30.224.116
2010-06-30,19:03:00,combo,sshd(pam_unix)[19087],unauthorized,60.30.224.116
2010-06-30,19:03:01,combo,sshd(pam_unix)[19093],unauthorized,60.30.224.116
2010-06-30,19:03:01,combo,sshd(pam_unix)[19085],unauthorized,60.30.224.116
2010-06-30,19:03:03,combo,sshd(pam_unix)[19091],unauthorized,60.30.224.116
2010-06-30,19:03:04,combo,sshd(pam_unix)[19099],unauthorized,60.30.224.116
2010-06-30,19:03:04,combo,sshd(pam_unix)[19101],unauthorized,60.30.224.116
2010-06-30,19:03:05,combo,sshd(pam_unix)[19103],unauthorized,60.30.224.116
2010-06-30,19:03:07,combo,sshd(pam_unix)[19097],unauthorized,60.30.224.116
2010-06-30,20:16:17,combo,sshd(pam_unix)[19202],unauthorized,195.129.24.210
2010-06-30,20:16:17,combo,sshd(pam_unix)[19203],unauthorized,195.129.24.210
2010-06-30,20:16:26,combo,sshd(pam_unix)[19209],unauthorized,195.129.24.210
2010-06-30,20:16:26,combo,sshd(pam_unix)[19208],unauthorized,195.129.24.210
2010-06-30,20:16:30,combo,sshd(pam_unix)[19222],unauthorized,195.129.24.210
2010-07-01,00:21:28,combo,sshd(pam_unix)[19630],unauthorized,60.30.224.116
2010-07-01,00:21:28,combo,sshd(pam_unix)[19628],unauthorized,60.30.224.116
2010-07-01,00:21:30,combo,sshd(pam_unix)[19640],unauthorized,60.30.224.116
2010-07-01,00:21:30,combo,sshd(pam_unix)[19642],unauthorized,60.30.224.116
2010-07-01,00:21:30,combo,sshd(pam_unix)[19632],unauthorized,60.30.224.116
2010-07-01,00:21:31,combo,sshd(pam_unix)[19643],unauthorized,60.30.224.116
2010-07-01,00:21:31,combo,sshd(pam_unix)[19631],unauthorized,60.30.224.116
2010-07-01,00:21:32,combo,sshd(pam_unix)[19636],unauthorized,60.30.224.116
2010-07-01,00:21:32,combo,sshd(pam_unix)[19645],unauthorized,60.30.224.116
2010-07-01,00:21:35,combo,sshd(pam_unix)[19637],unauthorized,60.30.224.116
2010-07-01,07:57:30,combo,ftpd[21952],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21951],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21957],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21953],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21954],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21955],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21950],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21956],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21958],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21945],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21959],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21940],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21941],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21946],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21937],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21943],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21944],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21948],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21947],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21942],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21938],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21949],authorized,202.82.200.188
2010-07-01,07:57:30,combo,ftpd[21939],authorized,202.82.200.188
2010-07-01,10:56:41,combo,sshd(pam_unix)[22272],unauthorized,195.129.24.210
2010-07-01,10:56:41,combo,sshd(pam_unix)[22269],unauthorized,195.129.24.210
2010-07-01,10:56:41,combo,sshd(pam_unix)[22277],unauthorized,195.129.24.210
2010-07-01,10:56:42,combo,sshd(pam_unix)[22271],unauthorized,195.129.24.210
2010-07-01,10:56:42,combo,sshd(pam_unix)[22273],unauthorized,195.129.24.210
2010-07-01,10:56:42,combo,sshd(pam_unix)[22270],unauthorized,195.129.24.210
2010-07-01,10:56:43,combo,sshd(pam_unix)[22268],unauthorized,195.129.24.210
2010-07-01,10:56:43,combo,sshd(pam_unix)[22274],unauthorized,195.129.24.210
2010-07-01,10:56:44,combo,sshd(pam_unix)[22276],unauthorized,195.129.24.210
2010-07-01,10:56:44,combo,sshd(pam_unix)[22275],unauthorized,195.129.24.210
2010-07-02,04:15:33,combo,sshd(pam_unix)[24588],unauthorized,
2010-07-02,04:15:33,combo,sshd(pam_unix)[24587],unauthorized,
2010-07-02,04:15:33,combo,sshd(pam_unix)[24590],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24573],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24574],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24576],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24578],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24579],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24581],unauthorized,
2010-07-02,04:15:43,combo,sshd(pam_unix)[24583],unauthorized,
2010-07-03,10:05:25,combo,ftpd[32069],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32067],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32070],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32053],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32066],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32068],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32065],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32062],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32063],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32059],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32060],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32071],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32051],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32057],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32050],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32056],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32058],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32052],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32061],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32055],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32064],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32054],authorized,203.101.45.59
2010-07-03,10:05:25,combo,ftpd[32049],authorized,203.101.45.59
2010-07-03,23:16:09,combo,ftpd[768],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[772],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[769],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[767],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[765],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[766],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[770],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[764],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[757],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[763],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[758],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[761],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[762],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[759],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[756],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[773],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[760],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[774],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[775],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[771],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[776],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[777],authorized,62.99.164.82
2010-07-03,23:16:09,combo,ftpd[778],authorized,62.99.164.82
2010-07-04,09:33:09,combo,sshd(pam_unix)[2543],unauthorized,210.76.59.29
2010-07-04,09:33:10,combo,sshd(pam_unix)[2544],unauthorized,210.76.59.29
2010-07-04,09:33:14,combo,sshd(pam_unix)[2547],unauthorized,210.76.59.29
2010-07-04,12:52:44,combo,ftpd[2839],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2838],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2841],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2840],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2831],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2829],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2835],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2828],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2832],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2830],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2837],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2833],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2834],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2836],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2824],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2822],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2821],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2827],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2823],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2825],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2842],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2826],authorized,63.197.98.106
2010-07-04,12:52:44,combo,ftpd[2843],authorized,63.197.98.106
2010-07-04,19:15:48,combo,sshd(pam_unix)[3378],unauthorized,220.117.241.87
2010-07-04,19:15:48,combo,sshd(pam_unix)[3380],unauthorized,220.117.241.87
2010-07-04,19:15:49,combo,sshd(pam_unix)[3382],unauthorized,220.117.241.87
2010-07-04,19:15:51,combo,sshd(pam_unix)[3384],unauthorized,220.117.241.87
2010-07-04,19:15:51,combo,sshd(pam_unix)[3386],unauthorized,220.117.241.87
2010-07-04,19:15:52,combo,sshd(pam_unix)[3388],unauthorized,220.117.241.87
2010-07-04,19:15:54,combo,sshd(pam_unix)[3390],unauthorized,220.117.241.87
2010-07-04,19:15:54,combo,sshd(pam_unix)[3391],unauthorized,220.117.241.87
2010-07-04,19:15:57,combo,sshd(pam_unix)[3394],unauthorized,220.117.241.87
2010-07-04,19:15:59,combo,sshd(pam_unix)[3396],unauthorized,220.117.241.87
2010-07-04,19:16:00,combo,sshd(pam_unix)[3399],unauthorized,220.117.241.87
2010-07-04,19:16:00,combo,sshd(pam_unix)[3398],unauthorized,220.117.241.87
2010-07-04,19:16:01,combo,sshd(pam_unix)[3402],unauthorized,220.117.241.87
2010-07-05,13:36:28,combo,sshd(pam_unix)[6552],unauthorized,210.229.150.228
2010-07-05,13:36:28,combo,sshd(pam_unix)[6554],unauthorized,210.229.150.228
2010-07-05,13:36:33,combo,sshd(pam_unix)[6556],unauthorized,210.229.150.228
2010-07-05,13:36:36,combo,sshd(pam_unix)[6558],unauthorized,210.229.150.228
2010-07-05,13:36:37,combo,sshd(pam_unix)[6560],unauthorized,210.229.150.228
2010-07-05,13:52:21,combo,ftpd[6590],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6582],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6580],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6589],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6586],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6591],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6587],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6583],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6588],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6581],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6585],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6592],authorized,211.72.2.106
2010-07-05,13:52:21,combo,ftpd[6584],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6593],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6595],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6594],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6596],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6597],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6598],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6600],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6601],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6602],authorized,211.72.2.106
2010-07-05,13:52:23,combo,ftpd[6599],authorized,211.72.2.106
2010-07-06,02:22:31,combo,sshd(pam_unix)[7694],unauthorized,218.16.122.48
2010-07-06,02:22:32,combo,sshd(pam_unix)[7702],unauthorized,218.16.122.48
2010-07-06,02:22:32,combo,sshd(pam_unix)[7697],unauthorized,218.16.122.48
2010-07-06,02:22:32,combo,sshd(pam_unix)[7696],unauthorized,218.16.122.48
2010-07-06,02:22:33,combo,sshd(pam_unix)[7704],unauthorized,218.16.122.48
2010-07-06,18:00:56,combo,ftpd[9772],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9773],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9777],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9774],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9775],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9769],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9776],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9771],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9770],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9765],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9764],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9757],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9766],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9758],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9759],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9760],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9761],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9762],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9767],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9763],authorized,211.72.151.162
2010-07-06,18:00:56,combo,ftpd[9768],authorized,211.72.151.162
2010-07-06,18:00:57,combo,ftpd[9778],authorized,211.72.151.162
2010-07-06,18:00:57,combo,ftpd[9779],authorized,211.72.151.162
2010-07-07,14:18:55,combo,sshd(pam_unix)[13317],unauthorized,
2010-07-07,14:18:57,combo,sshd(pam_unix)[13321],unauthorized,
2010-07-07,14:18:58,combo,sshd(pam_unix)[13318],unauthorized,
2010-07-07,14:18:59,combo,sshd(pam_unix)[13323],unauthorized,
2010-07-07,16:33:52,combo,ftpd[13521],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13513],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13511],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13512],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13516],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13515],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13518],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13522],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13517],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13520],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13519],authorized,202.82.200.188
2010-07-07,16:33:52,combo,ftpd[13514],authorized,202.82.200.188
2010-07-07,23:09:45,combo,ftpd[14105],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14106],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14103],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14107],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14104],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14108],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14109],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14110],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14111],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14112],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14113],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14114],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14115],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14116],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14118],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14119],authorized,221.4.102.93
2010-07-07,23:09:45,combo,ftpd[14117],authorized,221.4.102.93
2010-07-07,23:09:47,combo,ftpd[14120],authorized,221.4.102.93
2010-07-07,23:09:50,combo,ftpd[14121],authorized,221.4.102.93
2010-07-08,20:14:55,combo,sshd(pam_unix)[20963],unauthorized,212.0.132.20
2010-07-08,20:14:56,combo,sshd(pam_unix)[20969],unauthorized,212.0.132.20
2010-07-08,20:14:56,combo,sshd(pam_unix)[20968],unauthorized,212.0.132.20
2010-07-08,20:14:56,combo,sshd(pam_unix)[20964],unauthorized,212.0.132.20
2010-07-09,11:35:59,combo,ftpd[23028],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23027],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23026],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23032],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23030],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23031],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23035],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23038],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23037],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23029],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23036],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23046],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23048],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23045],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23043],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23040],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23044],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23039],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23041],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23047],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23033],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23042],authorized,211.57.88.250
2010-07-09,11:35:59,combo,ftpd[23034],authorized,211.57.88.250
2010-07-09,12:16:49,combo,ftpd[23140],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23143],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23142],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23141],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23144],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23145],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23146],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23148],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23149],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23150],authorized,211.167.68.59
2010-07-09,12:16:49,combo,ftpd[23147],authorized,211.167.68.59
2010-07-09,12:16:51,combo,ftpd[23151],authorized,211.167.68.59
2010-07-09,12:16:51,combo,ftpd[23152],authorized,211.167.68.59
2010-07-09,12:16:51,combo,ftpd[23153],authorized,211.167.68.59
2010-07-09,12:16:51,combo,ftpd[23155],authorized,211.167.68.59
2010-07-09,12:16:51,combo,ftpd[23154],authorized,211.167.68.59
2010-07-09,12:16:52,combo,ftpd[23156],authorized,211.167.68.59
2010-07-09,12:16:52,combo,ftpd[23157],authorized,211.167.68.59
2010-07-09,12:59:44,combo,ftpd[23204],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23216],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23215],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23205],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23217],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23206],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23207],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23208],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23209],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23219],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23210],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23218],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23213],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23212],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23211],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23220],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23214],authorized,81.171.220.226
2010-07-09,12:59:44,combo,ftpd[23221],authorized,81.171.220.226
2010-07-09,12:59:45,combo,ftpd[23222],authorized,81.171.220.226
2010-07-09,12:59:45,combo,ftpd[23223],authorized,81.171.220.226
2010-07-09,12:59:45,combo,ftpd[23224],authorized,81.171.220.226
2010-07-09,12:59:45,combo,ftpd[23225],authorized,81.171.220.226
2010-07-09,12:59:45,combo,ftpd[23226],authorized,81.171.220.226
2010-07-09,19:34:06,combo,sshd(pam_unix)[23780],unauthorized,
2010-07-09,19:34:06,combo,sshd(pam_unix)[23781],unauthorized,
2010-07-09,19:34:06,combo,sshd(pam_unix)[23784],unauthorized,
2010-07-09,19:34:07,combo,sshd(pam_unix)[23786],unauthorized,
2010-07-09,19:34:09,combo,sshd(pam_unix)[23788],unauthorized,
2010-07-09,19:34:09,combo,sshd(pam_unix)[23790],unauthorized,
2010-07-09,19:34:10,combo,sshd(pam_unix)[23792],unauthorized,
2010-07-09,19:34:12,combo,sshd(pam_unix)[23794],unauthorized,
2010-07-09,19:34:13,combo,sshd(pam_unix)[23796],unauthorized,
2010-07-09,19:34:14,combo,sshd(pam_unix)[23798],unauthorized,
2010-07-09,22:53:19,combo,ftpd[24085],authorized,206.196.21.129
2010-07-09,22:53:19,combo,ftpd[24088],authorized,206.196.21.129
2010-07-09,22:53:19,combo,ftpd[24087],authorized,206.196.21.129
2010-07-09,22:53:19,combo,ftpd[24089],authorized,206.196.21.129
2010-07-09,22:53:19,combo,ftpd[24090],authorized,206.196.21.129
2010-07-09,22:53:19,combo,ftpd[24091],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24081],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24071],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24077],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24086],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24069],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24074],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24079],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24072],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24076],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24075],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24078],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24080],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24084],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24070],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24083],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24082],authorized,206.196.21.129
2010-07-09,22:53:22,combo,ftpd[24073],authorized,206.196.21.129
2010-07-10,03:55:15,combo,ftpd[24513],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24512],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24519],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24514],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24515],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24516],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24517],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24521],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24520],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24522],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24518],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24523],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24524],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24525],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24526],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24527],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24528],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24529],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24530],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24531],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24532],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24533],authorized,217.187.83.139
2010-07-10,03:55:15,combo,ftpd[24534],authorized,217.187.83.139
2010-07-10,07:24:24,combo,ftpd[29726],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29725],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29719],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29723],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29720],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29717],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29718],authorized,82.83.227.67
